lemma	homonym	new_para	sem
aA	1	ACRO_AA	measure
AA	1	ACRO_AA	org
Aabraham	1	N_PUNK	male
$A	1	ACRO_AA	currency
a	1	ACRO_AA	time
Aada	1	N_KIRJA	female
Aadolf	1	N_PUNK	male
Aake	1	N_NALLE	male
Aamulehti	1	N_LEHTI	media
Aamu	1	N_ASU	female
Aamuposti	1	N_RUUVI	media
Aapeli	1	N_KANAALI	male
Aapo	1	N_TALO	male
Aappo	1	N_HAPPO	male
Aaretti	1	N_KORTTI	male
Aarne	1	N_NALLE	male
Aarni	1	N_RUUVI	male
Aarno	1	N_TALO	male
Aaron	1	N_STADION	male
Aaro	1	N_TALO	male
Aarre	1	N_AARRE	male
Aarre	1	N_NALLE	male
Aarto	1	N_SIIRTO	male
Aarto	1	N_TALO	male
Aatami	1	N_KANAALI	male
Aati	1	N_RUUVI	male
Aatos	1	N_VAKUUTUS	male
Aatto	1	N_HIRTTO	male
Aatu	1	N_ASU	male
Aava	1	N_KIRJA	female
ab	1	ACRO_EE	org
Abel	1	N_STADION	male
abhaasi	1	N_RUUVI	language
Abiel	1	N_PUNK	male
abp	1	ACRO_EE	org
ab	1	PCLE_VAAN	org
aBq	1	ACRO_UU	measure
Abraham	1	N_PUNK	male
a°C	1	ACRO_EE	measure
aC	1	ACRO_EE	measure
acd	1	ACRO_EE	measure
$	1	ACRO_DOLLARI	currency
€	1	ACRO_EURO	currency
£	1	ACRO_PUNTA	currency
₤	1	ACRO_PUNTA	currency
¥	1	ACRO_SENTTI	currency
ad	1	ACRO_EE	title
Adam	1	N_STADION	male
adangme	1	N_NALLE	language
Ada	1	N_KIRJA	female
Adele	1	N_EUGENE	female
Adéle	1	N_EUGENE	female
Adolf	1	N_PUNK	male
ADP	1	ACRO_EE	currency
a.D.	1	PCLE_VAAN	time
Adrian	1	N_PUNK	male
ADT	1	ACRO_EE	org
adyge	1	N_NISSE	language
AED	1	ACRO_EE	currency
AFA	1	ACRO_AA	currency
aF	1	ACRO_ÄKS	measure
Af	1	ACRO_ÄKS	currency
afar	1	N_PUNK	language
afganistanilainen	1	A_AAKKOSELLINEN	country
afganistanilainen	1	A_AAKKOSELLINEN	inhabitant
afganistanilainen	1	N_AAKKOSTAMINEN	country
afganistanilainen	1	N_AAKKOSTAMINEN	inhabitant
Afganistan	1	N_PUNK	country
AFN	1	ACRO_ÄKS	currency
afrihili	1	N_RUUVI	language
afrikaans	1	N_PUNK	language
ag	1	ACRO_EE	measure
ag	1	ACRO_EE	org
Agata	1	N_KIRJA	female
Agda	1	N_KIRJA	female
aghem	1	N_PUNK	language
Agnes	1	N_PUNK	female
Agnes	1	N_VAKUUTUS	female
Agneta	1	N_KIRJA	female
agrologi	1	N_RUUVI	title
agrol.	1	PCLE_VAAN	title
agronomi	1	N_RUUVI	title
agron.	1	PCLE_VAAN	title
aH	1	ACRO_OO	measure
Ah	1	ACRO_OO	measure
ahlaislainen	1	A_AAKKOSELLINEN	inhabitant
ahlaislainen	1	N_AAKKOSTAMINEN	inhabitant
Ahti	1	N_RUUVI	male
Ahti	1	N_TAUTI	male
Ahto	1	N_TALO	male
Ahto	1	N_VETO	male
Ahvo	1	N_TALO	male
aHz	1	ACRO_ZET	measure
Aija	1	N_KIRJA	female
Aila	1	N_KIRJA	female
Ailiina	1	N_KITARA	female
Aili	1	N_RUUVI	female
aimara	1	N_KITARA	language
Aimo	1	N_TALO	male
Ainamo	1	N_RUIPELO	female
Aina	1	N_KIRJA	female
Ainikki	1	N_LOKKI	female
Aini	1	N_RUUVI	female
Aino-Linnea	1	N_MAKKARA	female
Aino-Maria	1	N_MAKKARA	female
Aino	1	N_TALO	female
ainu	1	N_ASU	language
Aira	1	N_KIRJA	female
Airi	1	N_RUUVI	female
aitolahtelainen	1	A_AAKKOSELLINEN	inhabitant
aitolahtelainen	1	N_AAKKOSTAMINEN	inhabitant
aJ	1	ACRO_II	measure
akaalainen	1	A_AAKKOSELLINEN	inhabitant
akaalainen	1	N_AAKKOSTAMINEN	inhabitant
aK	1	ACRO_OO	measure
akan	1	N_PUNK	language
akat	1	ACRO_EE	measure
Aki	1	N_RUUVI	male
akkadi	1	N_RUUVI	language
Akseli	1	N_KANAALI	male
Aku	1	N_ASU	male
Aku	1	N_MAKU	male
Akusti	1	N_RUUVI	male
alahärmäläinen	1	A_KYLMÄJÄRKINEN	inhabitant
alahärmäläinen	1	N_KYLKIÄINEN	inhabitant
alajärveläinen	1	A_KYLMÄJÄRKINEN	inhabitant
alajärveläinen	1	N_KYLKIÄINEN	inhabitant
alankomaalainen	1	A_AAKKOSELLINEN	country
alankomaalainen	1	A_AAKKOSELLINEN	inhabitant
alankomaalainen	1	N_AAKKOSTAMINEN	country
alankomaalainen	1	N_AAKKOSTAMINEN	inhabitant
Alankomaat	1	N_ITÄMAAT	country
Alankomaiden Antillit	1	N_LASIT	country
Alarik	1	N_PUNK	male
alasaksa	1	N_KIRJA	language
Alasatakunta	1	N_KUNTA	media
alasorbi	1	N_RUUVI	language
alastarolainen	1	A_AAKKOSELLINEN	inhabitant
alastarolainen	1	N_AAKKOSTAMINEN	inhabitant
alatorniolainen	1	A_AAKKOSELLINEN	inhabitant
alatorniolainen	1	N_AAKKOSTAMINEN	inhabitant
alaveteliläinen	1	A_KYLMÄJÄRKINEN	inhabitant
alaveteliläinen	1	N_KYLKIÄINEN	inhabitant
alavieskalainen	1	A_AAKKOSELLINEN	inhabitant
alavieskalainen	1	N_AAKKOSTAMINEN	inhabitant
alavutelainen	1	A_AAKKOSELLINEN	inhabitant
alavutelainen	1	N_AAKKOSTAMINEN	inhabitant
albanialainen	1	A_AAKKOSELLINEN	country
albanialainen	1	A_AAKKOSELLINEN	inhabitant
albanialainen	1	N_AAKKOSTAMINEN	country
albanialainen	1	N_AAKKOSTAMINEN	inhabitant
Albania	1	N_MAKKARA	country
albania	1	N_MAKKARA	language
Albertina	1	N_KIRJA	female
Albert	1	N_PUNK	male
Albin	1	N_STADION	male
Alec	1	N_PUNK	male
Aleksander	1	N_STADION	male
Aleksandra	1	N_KIRJA	female
Aleksanteri	1	N_KANAALI	male
Aleksiina	1	N_KIRJA	female
Aleksi	1	N_RUUVI	male
Aleksis	1	N_VAKUUTUS	male
Aleksius	1	N_VAKUUTUS	male
Ale	1	N_NALLE	male
aleutti	1	N_KORTTI	language
Alexander	1	N_STADION	male
Alexandra	1	N_KIRJA	female
Alexis	1	N_PUNK	male
Alexis	1	N_VAKUUTUS	male
Alex	1	N_PUNK	male
Aleyna	1	N_KIRJA	female
Alfa	1	N_KIRJA	female
Alfhild	1	N_PUNK	female
Alf	1	N_PUNK	male
Alfons	1	N_PUNK	male
Alfred	1	N_PUNK	male
algerialainen	1	A_AAKKOSELLINEN	country
algerialainen	1	A_AAKKOSELLINEN	inhabitant
algerialainen	1	N_AAKKOSTAMINEN	country
algerialainen	1	N_AAKKOSTAMINEN	inhabitant
Algeria	1	N_MAKKARA	country
algonkikieli	1	N_HIIRI	language
Algot	1	N_PUNK	male
Alice	1	N_NALLE	female
Alicia	1	N_KITARA	female
Aliina	1	N_KITARA	female
Aliisa	1	N_KITARA	female
alikersantti	1	N_KORTTI	title
alik.	1	PCLE_VAAN	title
alil.	1	PCLE_VAAN	title
aliluutnantti	1	N_KORTTI	title
Alina	1	N_KITARA	female
Ali	1	N_RUUVI	male
Alisa	1	N_KITARA	female
aliupseeri	1	N_KANAALI	title
ALK	1	ACRO_OO	currency
ALL	1	ACRO_ÄKS	currency
Allan	1	N_PUNK	male
Alli	1	N_RUUVI	female
alm	1	ACRO_ÄKS	measure
Alma	1	N_KIRJA	female
Alpi	1	N_RUUVI	male
Alpo	1	N_TALO	male
altai	1	N_HAI	language
Altti	1	N_KORTTI	male
aluepäällikkö	1	N_YKSIKKÖ	title
Alva	1	N_KIRJA	female
Alvar	1	N_STADION	male
Alveri	1	N_KANAALI	male
Alvina	1	N_KITARA	female
Alvin	1	N_PUNK	male
Alvi	1	N_RUUVI	male
alx	1	ACRO_ÄKS	measure
am	1	ACRO_ÄKS	measure
Amalia	1	N_MAKKARA	female
Amanda	1	N_KIRJA	female
AMD	1	ACRO_EE	currency
AMD	1	ACRO_EE	currency
Amelia	1	N_MAKKARA	female
Amelie	1	N_ZOMBIE	female
amerikanenglanti	1	N_SOINTI	language
amerikanespanja	1	N_MAKKARA	language
amerikansamoalainen	1	A_AAKKOSELLINEN	country
amerikansamoalainen	1	A_AAKKOSELLINEN	inhabitant
amerikansamoalainen	1	N_AAKKOSTAMINEN	country
amerikansamoalainen	1	N_AAKKOSTAMINEN	inhabitant
Amerikan Samoa	1	N_MAKKARA	country
amerikkalainen	1	A_AAKKOSELLINEN	country
amerikkalainen	1	A_AAKKOSELLINEN	inhabitant
amerikkalainen	1	N_AAKKOSTAMINEN	country
amerikkalainen	1	N_AAKKOSTAMINEN	inhabitant
amhara	1	N_KITARA	language
Amilda	1	N_KIRJA	female
amiraali	1	N_RUUVI	title
Amira	1	N_KITARA	female
amir.	1	PCLE_VAAN	title
amk	1	ACRO_OO	org
amol	1	ACRO_ÄKS	measure
a.m.	1	PCLE_VAAN	time
aN	1	ACRO_ÄKS	measure
Anastasia	1	N_MAKKARA	female
Anatolius	1	N_VAKUUTUS	male
Anders	1	N_PUNK	male
andorralainen	1	A_AAKKOSELLINEN	country
andorralainen	1	A_AAKKOSELLINEN	inhabitant
andorralainen	1	N_AAKKOSTAMINEN	country
andorralainen	1	N_AAKKOSTAMINEN	inhabitant
Andorra	1	N_VOIMA	country
Andrea	1	N_MAKKARA	female
Andreas	1	N_PATSAS	male
Andreas	1	N_VAKUUTUS	male
Andreevits	1	N_PUNK	male
André	1	N_ROSÉ	male
Anelma	1	N_PROBLEEMA	female
Anette	1	N_LOTTE	female
ANG	1	ACRO_EE	currency
Angela	1	N_KITARA	female
Angelika	1	N_KIRJA	female
Angelina	1	N_KIRJA	female
angelniemeläinen	1	A_KYLMÄJÄRKINEN	inhabitant
angelniemeläinen	1	N_KYLKIÄINEN	inhabitant
Angel	1	N_STADION	female
angika	1	N_KITARA	language
angolalainen	1	A_AAKKOSELLINEN	country
angolalainen	1	A_AAKKOSELLINEN	inhabitant
angolalainen	1	N_AAKKOSTAMINEN	country
angolalainen	1	N_AAKKOSTAMINEN	inhabitant
Angola	1	N_KITARA	country
anguillalainen	1	A_AAKKOSELLINEN	country
anguillalainen	1	A_AAKKOSELLINEN	inhabitant
anguillalainen	1	N_AAKKOSTAMINEN	country
anguillalainen	1	N_AAKKOSTAMINEN	inhabitant
Anguilla	1	N_KIRJA	country
Anissa	1	N_KIRJA	female
Anita	1	N_KIRJA	female
Anitta	1	N_MITTA	female
anjalainen	1	A_AAKKOSELLINEN	inhabitant
anjalainen	1	N_AAKKOSTAMINEN	inhabitant
anjalalainen	1	A_AAKKOSELLINEN	inhabitant
anjalalainen	1	N_AAKKOSTAMINEN	inhabitant
Anja	1	N_KIRJA	female
Anna-Eriikka	1	N_LUSIKKA	female
Anna-Kaarina	1	N_KITARA	female
Anna-Kaisa	1	N_KIRJA	female
Anna-Liisa	1	N_KIRJA	female
Anna-Lotta	1	N_ROTTA	female
Anna-Maria	1	N_MAKKARA	female
Anna-Mari	1	N_RUUVI	female
Anna	1	N_KIRJA	female
Anna-Reeta	1	N_KIRJA	female
Anna-Sofia	1	N_MAKKARA	female
Anna-Stiina	1	N_KITARA	female
Ann-Christine	1	N_SELENE	female
Ann-Christin	1	N_ZEN	female
Annele	1	N_EUGENE	female
Anneli	1	N_KANAALI	female
Anne-Maarit	1	N_PUNK	female
Anne-Maria	1	N_MAKKARA	female
Anne-Mari	1	N_RUUVI	female
Anne	1	N_NALLE	female
Annette	1	N_NALLE	female
Anni-Ilona	1	N_PROBLEEMA	female
Anniina	1	N_KITARA	female
Annika	1	N_KITARA	female
Annikki	1	N_LOKKI	female
Annilotta	1	N_ROTTA	female
Annina	1	N_KITARA	female
Anni	1	N_RUUVI	female
Ann-Maria	1	N_MAKKARA	female
Annukka	1	N_LUSIKKA	female
Annu	1	N_ASU	female
Annuriikka	1	N_POLITIIKKA	female
Ano	1	N_TALO	male
Anri	1	N_RUUVI	female
Ansa	1	N_KIRJA	female
Anselmi	1	N_KANAALI	male
Anssi	1	N_RUUVI	male
antarktislainen	1	A_AAKKOSELLINEN	country
antarktislainen	1	A_AAKKOSELLINEN	inhabitant
antarktislainen	1	N_AAKKOSTAMINEN	country
antarktislainen	1	N_AAKKOSTAMINEN	inhabitant
Antarktis	1	N_VAKUUTUS	country
Ante	1	N_NALLE	male
Antero	1	N_RUIPELO	male
Anthony	1	N_KÄRRY	male
antiguabarbudalainen	1	A_AAKKOSELLINEN	country
antiguabarbudalainen	1	A_AAKKOSELLINEN	inhabitant
antiguabarbudalainen	1	N_AAKKOSTAMINEN	country
antiguabarbudalainen	1	N_AAKKOSTAMINEN	inhabitant
Antigua ja Barbuda	1	N_VOIMA	country
Antigua	1	N_MAKKARA	country
Antonia	1	N_MAKKARA	female
Anton	1	N_STADION	male
Antti	1	N_KORTTI	male
anttolainen	1	A_AAKKOSELLINEN	inhabitant
anttolainen	1	N_AAKKOSTAMINEN	inhabitant
anttolalainen	1	A_AAKKOSELLINEN	inhabitant
anttolalainen	1	N_AAKKOSTAMINEN	inhabitant
Antto	1	N_HIRTTO	male
Anttoni	1	N_KANAALI	male
Antton	1	N_STADION	male
Anu	1	N_ASU	female
AOA	1	ACRO_AA	currency
AOA	1	ACRO_AA	title
AOK	1	ACRO_OO	currency
AON	1	ACRO_ÄKS	currency
AOR	1	ACRO_ÄKS	currency
aPa	1	ACRO_AA	measure
apaššikieli	1	N_HIIRI	language
apassi	1	N_RUUVI	language
ap.	1	PCLE_VAAN	time
apteekkineuvos	1	N_VAKUUTUS	title
apulainen	1	N_AAKKOSTAMINEN	title
apulaisoikeusasiamies	1	N_MIES	title
apulaisprofessori	1	N_KANAALI	title
apul.	1	PCLE_VAAN	title
apul.prof.	1	PCLE_VAAN	title
ARA	1	ACRO_AA	currency
arabia	1	N_MAKKARA	language
Arabiemiirikunnat	1	N_KUNNAT	country
arabiemiirikuntalainen	1	A_AAKKOSELLINEN	country
arabiemiirikuntalainen	1	A_AAKKOSELLINEN	inhabitant
arabiemiirikuntalainen	1	N_AAKKOSTAMINEN	country
arabiemiirikuntalainen	1	N_AAKKOSTAMINEN	inhabitant
Arabiemiraatit	1	N_KASTANJETIT	country
arad	1	ACRO_EE	measure
aragonia	1	N_MAKKARA	language
aramea	1	N_MAKKARA	language
ARA	1	N_FIFA	currency
arapaho	1	N_TALO	language
arawak	1	N_PUNK	language
Arbetarbladet	1	N_PUNK	media
Arg$	1	ACRO_DOLLARI	currency
argentiinalainen	1	A_AAKKOSELLINEN	country
argentiinalainen	1	A_AAKKOSELLINEN	inhabitant
argentiinalainen	1	N_AAKKOSTAMINEN	country
argentiinalainen	1	N_AAKKOSTAMINEN	inhabitant
Argentiina	1	N_KIRJA	country
Arhippa	1	N_TIPPA	male
Arho	1	N_TALO	male
Ariela	1	N_KIRJA	female
Ari	1	N_RUUVI	male
Ari-Pekka	1	N_POLITIIKKA	male
Arja	1	N_KIRJA	female
ark	1	ACRO_OO	measure
arkkiatri	1	N_RUUVI	title
arkkitehti	1	N_NIHTI	title
arkkit.	1	PCLE_VAAN	title
ark.	1	PCLE_VAAN	time
ARL	1	ACRO_ÄKS	currency
Arla	1	N_KIRJA	female
ARM	1	ACRO_ÄKS	currency
Armas	1	N_PATSAS	male
Armas	1	N_VAKUUTUS	male
armenialainen	1	A_AAKKOSELLINEN	country
armenialainen	1	A_AAKKOSELLINEN	inhabitant
armenialainen	1	N_AAKKOSTAMINEN	country
armenialainen	1	N_AAKKOSTAMINEN	inhabitant
Armenia	1	N_MAKKARA	country
armenia	1	N_MAKKARA	language
Armi	1	N_RUUVI	female
Arna	1	N_KIRJA	female
Arne	1	N_NALLE	male
Arnold	1	N_PUNK	male
Arno	1	N_TALO	male
aromania	1	N_MAKKARA	language
Aron	1	N_STADION	male
ARP	1	ACRO_EE	currency
ARS	1	ACRO_ÄKS	currency
Arsi	1	N_RUUVI	male
artisti	1	N_RUUVI	title
artjärveläinen	1	A_KYLMÄJÄRKINEN	inhabitant
artjärveläinen	1	N_KYLKIÄINEN	inhabitant
artjärvinen	1	A_KYLMÄJÄRKINEN	inhabitant
artjärvinen	1	N_KYLKIÄINEN	inhabitant
Arto	1	N_TALO	male
Artti	1	N_KORTTI	male
Arttu-Elmeri	1	N_KEHVELI	male
Arttu	1	N_TORTTU	male
Artturi	1	N_KANAALI	male
Artur	1	N_STADION	male
arubalainen	1	A_AAKKOSELLINEN	country
arubalainen	1	A_AAKKOSELLINEN	inhabitant
arubalainen	1	N_AAKKOSTAMINEN	country
arubalainen	1	N_AAKKOSTAMINEN	inhabitant
Aruba	1	N_KIRJA	country
Arvid	1	N_PUNK	male
Arvi	1	N_RUUVI	male
arvoisa	1	A_MATALA	title
Arvo	1	N_TALO	male
arv.	1	PCLE_VAAN	title
ASA	1	ACRO_AA	org
as	1	ACRO_ÄKS	measure
aS	1	ACRO_ÄKS	measure
A/S	1	ACRO_ÄKS	org
AS	1	ACRO_ÄKS	org
asentaja	1	N_VOIMA	title
asessori	1	N_KANAALI	title
asiamies	1	N_MIES	title
asianajaja	1	N_VOIMA	title
asikkalainen	1	A_AAKKOSELLINEN	inhabitant
asikkalainen	1	N_AAKKOSTAMINEN	inhabitant
asikkalalainen	1	A_AAKKOSELLINEN	inhabitant
asikkalalainen	1	N_AAKKOSTAMINEN	inhabitant
askaislainen	1	A_AAKKOSELLINEN	inhabitant
askaislainen	1	N_AAKKOSTAMINEN	inhabitant
askaistelainen	1	A_AAKKOSELLINEN	inhabitant
askaistelainen	1	N_AAKKOSTAMINEN	inhabitant
askolalainen	1	A_AAKKOSELLINEN	inhabitant
askolalainen	1	N_AAKKOSTAMINEN	inhabitant
Asko	1	N_TALO	male
Aslak	1	N_PUNK	male
Aslög	1	N_ZEN	female
Asmo	1	N_TALO	male
as.oy	1	ACRO_YY	org
as.oy.	1	PCLE_VAAN	org
asr	1	ACRO_ÄKS	measure
assami	1	N_RUUVI	language
Asser	1	N_STADION	male
Assi	1	N_RUUVI	female
assistentti	1	N_KORTTI	title
assist.	1	PCLE_VAAN	title
ass.	1	PCLE_VAAN	title
Asta	1	N_KIRJA	female
Astrid	1	N_PUNK	female
asturia	1	N_MAKKARA	language
asu	1	N_ASU	language
aT	1	ACRO_EE	measure
ateso	1	N_RUIPELO	language
athabascakieli	1	N_HIIRI	language
Atle	1	N_NALLE	male
atm	1	ACRO_ÄKS	measure
at	1	PCLE_VAAN	measure
Atro	1	N_TALO	male
ATS	1	ACRO_ÄKS	currency
atsam	1	N_PUNK	language
atšeh	1	N_PUNK	language
atšoli	1	N_RUUVI	language
Atso	1	N_TALO	male
Atte	1	N_LOTTE	male
AU$	1	ACRO_DOLLARI	currency
AU	1	ACRO_UU	measure
AUD	1	ACRO_EE	currency
Augusta	1	N_KIRJA	female
Augusti	1	N_RUUVI	male
Augustinus	1	N_VAKUUTUS	male
August	1	N_PUNK	male
AUK	1	ACRO_OO	org
Aukusti	1	N_RUUVI	male
Aulikki	1	N_LOKKI	female
Auli	1	N_RUUVI	female
Aulis	1	N_RUUMIS	male
Aulis	1	N_VAKUUTUS	male
Aune	1	N_NALLE	female
Auni-Leila	1	N_KIRJA	female
Auni	1	N_RUUVI	female
Auno	1	N_TALO	male
au.	1	PCLE_VAAN	title
auralainen	1	A_AAKKOSELLINEN	inhabitant
auralainen	1	N_AAKKOSTAMINEN	inhabitant
Aura	1	N_KIRJA	female
Aurelia	1	N_MAKKARA	female
Auri	1	N_RUUVI	female
Auroora	1	N_KITARA	female
Aurora	1	N_KITARA	female
Aurora	1	N_ASEMA	female
ausk.	1	PCLE_VAAN	title
auskultantti	1	N_KORTTI	title
australialainen	1	A_AAKKOSELLINEN	country
australialainen	1	A_AAKKOSELLINEN	inhabitant
australialainen	1	N_AAKKOSTAMINEN	country
australialainen	1	N_AAKKOSTAMINEN	inhabitant
australianenglanti	1	N_SOINTI	language
Australia	1	N_MAKKARA	country
autonasentaja	1	N_VOIMA	title
autonkuljettaja	1	N_VOIMA	title
Auvo	1	N_TALO	male
avaari	1	N_RUUVI	language
aV	1	ACRO_EE	measure
avesta	1	N_KIRJA	language
AVI	1	ACRO_II	org
avi	1	N_RUUVI	org
aW	1	ACRO_EE	measure
awadhi	1	N_RUUVI	language
aWb	1	ACRO_EE	measure
AWG	1	ACRO_EE	currency
Axel	1	N_STADION	male
ay	1	ACRO_YY	org
ay.	1	PCLE_VAAN	org
azerbaidžanilainen	1	A_AAKKOSELLINEN	country
azerbaidžanilainen	1	A_AAKKOSELLINEN	inhabitant
azerbaidžanilainen	1	N_AAKKOSTAMINEN	country
azerbaidžanilainen	1	N_AAKKOSTAMINEN	inhabitant
Azerbaidžan	1	N_STADION	country
azeri	1	N_RUUVI	language
AZM	1	ACRO_ÄKS	currency
AZN	1	ACRO_ÄKS	currency
aΩ	1	ACRO_OHMI	measure
BA	1	ACRO_AA	title
B	1	ACRO_EE	measure
BAD	1	ACRO_EE	currency
bafia	1	N_MAKKARA	language
bahamalainen	1	A_AAKKOSELLINEN	country
bahamalainen	1	A_AAKKOSELLINEN	inhabitant
bahamalainen	1	N_AAKKOSTAMINEN	country
bahamalainen	1	N_AAKKOSTAMINEN	inhabitant
Bahama	1	N_PROBLEEMA	country
bahrainilainen	1	A_AAKKOSELLINEN	country
bahrainilainen	1	A_AAKKOSELLINEN	inhabitant
bahrainilainen	1	N_AAKKOSTAMINEN	country
bahrainilainen	1	N_AAKKOSTAMINEN	inhabitant
Bahrain	1	N_PUNK	country
balettineuvos	1	N_VAKUUTUS	title
bali	1	N_RUUVI	language
BAM	1	ACRO_ÄKS	currency
bambara	1	N_KITARA	language
bamilekekieli	1	N_HIIRI	language
bamum	1	N_PUNK	language
BAN	1	ACRO_ÄKS	currency
banda	1	N_KIRJA	language
bangladeshilainen	1	A_AAKKOSELLINEN	country
bangladeshilainen	1	A_AAKKOSELLINEN	inhabitant
bangladeshilainen	1	N_AAKKOSTAMINEN	country
bangladeshilainen	1	N_AAKKOSTAMINEN	inhabitant
Bangladesh	1	N_PUNK	country
bantukieli	1	N_HIIRI	language
B.A.	1	PCLE_VAAN	title
barbadoslainen	1	A_AAKKOSELLINEN	country
barbadoslainen	1	A_AAKKOSELLINEN	inhabitant
barbadoslainen	1	N_AAKKOSTAMINEN	country
barbadoslainen	1	N_AAKKOSTAMINEN	inhabitant
Barbados	1	N_VAKUUTUS	country
Barbara	1	N_KITARA	female
Barbro	1	N_TALO	female
Barbuda	1	N_ASEMA	country
bar	1	N_PUNK	measure
bar	1	PCLE_VAAN	measure
basaa	1	N_NUGAA	language
baškiiri	1	N_RUUVI	language
baski	1	N_RUUVI	language
batakkieli	1	N_HIIRI	language
BBD	1	ACRO_EE	currency
BD	1	ACRO_EE	currency
BDS$	1	ACRO_DOLLARI	currency
BDT	1	ACRO_EE	currency
Be	1	ACRO_EE	currency
Beata	1	N_KIRJA	female
Beatrice	1	N_NALLE	female
BEC	1	ACRO_EE	currency
bedža	1	N_KIRJA	language
Beeda	1	N_KIRJA	female
BEF	1	ACRO_ÄKS	currency
BEL	1	ACRO_ÄKS	currency
Belau	1	N_KUNGFU	country
belgialainen	1	A_AAKKOSELLINEN	country
belgialainen	1	A_AAKKOSELLINEN	inhabitant
belgialainen	1	N_AAKKOSTAMINEN	country
belgialainen	1	N_AAKKOSTAMINEN	inhabitant
Belgia	1	N_KITARA	country
Belinda	1	N_KIRJA	female
belizeläinen	1	A_KYLMÄJÄRKINEN	country
belizeläinen	1	A_KYLMÄJÄRKINEN	inhabitant
belizeläinen	1	N_KYLKIÄINEN	country
belizeläinen	1	N_KYLKIÄINEN	inhabitant
Belize	1	N_NISSE	country
Bella	1	N_KIRJA	female
belutši	1	N_RUUVI	language
bemba	1	N_KIRJA	language
bena	1	N_KIRJA	language
bengali	1	N_RUUVI	language
Bengta	1	N_KIRJA	female
Bengt	1	N_ZEN	male
beniniläinen	1	A_KYLMÄJÄRKINEN	country
beniniläinen	1	A_KYLMÄJÄRKINEN	inhabitant
beniniläinen	1	N_KYLKIÄINEN	country
beniniläinen	1	N_KYLKIÄINEN	inhabitant
Benin	1	N_ZEN	country
Benita	1	N_KIRJA	female
Benjami	1	N_KANAALI	male
Benjamin	1	N_PUNK	male
Benjam	1	N_STADION	male
Benny	1	N_KÄRRY	male
Ben	1	N_ZEN	male
Ber$	1	ACRO_DOLLARI	currency
berberikieli	1	N_HIIRI	language
Berit	1	N_ZEN	female
bermudalainen	1	A_AAKKOSELLINEN	country
bermudalainen	1	A_AAKKOSELLINEN	inhabitant
bermudalainen	1	N_AAKKOSTAMINEN	country
bermudalainen	1	N_AAKKOSTAMINEN	inhabitant
Bermuda	1	N_KIRJA	country
Bermuda	1	N_PUNK	country
Bernhard	1	N_PUNK	male
Bernice	1	N_NISSE	female
Bernt	1	N_ZEN	male
Berta	1	N_KIRJA	female
Bertel	1	N_BESSERWISSER	male
Bertil	1	N_BESSERWISSER	male
Bettina	1	N_KITARA	female
BF	1	ACRO_ÄKS	currency
BGL	1	ACRO_ÄKS	currency
BGM	1	ACRO_ÄKS	currency
BGN	1	ACRO_ÄKS	currency
BGO	1	ACRO_OO	currency
BHD	1	ACRO_EE	currency
bhodžpuri	1	N_RUUVI	language
bhutanilainen	1	A_AAKKOSELLINEN	country
bhutanilainen	1	A_AAKKOSELLINEN	inhabitant
bhutanilainen	1	N_AAKKOSTAMINEN	country
bhutanilainen	1	N_AAKKOSTAMINEN	inhabitant
Bhutan	1	N_PUNK	country
BIF	1	ACRO_ÄKS	currency
bihari	1	N_RUUVI	language
bikol	1	N_PUNK	language
bilin	1	N_ZEN	language
bini	1	N_TYYLI	language
Birger	1	N_BESSERWISSER	male
Birgit	1	N_ZEN	female
Birgitta	1	N_MITTA	female
bislama	1	N_KIRJA	language
Bjarne	1	N_NALLE	male
Björn	1	N_ZEN	male
blisskieli	1	N_HIIRI	language
BMD	1	ACRO_EE	currency
BND	1	ACRO_EE	currency
BOB	1	ACRO_EE	currency
Bodil	1	N_PUNK	female
bodo	1	N_TALO	language
BOL	1	ACRO_ÄKS	currency
bolivialainen	1	A_AAKKOSELLINEN	country
bolivialainen	1	A_AAKKOSELLINEN	inhabitant
bolivialainen	1	N_AAKKOSTAMINEN	country
bolivialainen	1	N_AAKKOSTAMINEN	inhabitant
Bolivia	1	N_MAKKARA	country
Bo	1	N_ESQUIMAU	male
Bo	1	N_TALO	male
BOP	1	ACRO_EE	currency
Borgåbladet	1	N_PUNK	media
Boris	1	N_PUNK	male
Boris	1	N_VAKUUTUS	male
bosniahertsegovinalainen	1	A_AAKKOSELLINEN	country
bosniahertsegovinalainen	1	A_AAKKOSELLINEN	inhabitant
bosniahertsegovinalainen	1	N_AAKKOSTAMINEN	country
bosniahertsegovinalainen	1	N_AAKKOSTAMINEN	inhabitant
Bosnia ja Hertsegovina	1	N_KITARA	country
Bosnia	1	N_MAKKARA	country
bosnia	1	N_MAKKARA	language
botswanalainen	1	A_AAKKOSELLINEN	country
botswanalainen	1	A_AAKKOSELLINEN	inhabitant
botswanalainen	1	N_AAKKOSTAMINEN	country
botswanalainen	1	N_AAKKOSTAMINEN	inhabitant
Botswana	1	N_KIRJA	country
Botswana	1	N_MAKKARA	country
bouvet’nsaarelainen	1	A_AAKKOSELLINEN	country
bouvet’nsaarelainen	1	A_AAKKOSELLINEN	inhabitant
bouvet’nsaarelainen	1	N_AAKKOSTAMINEN	country
bouvet’nsaarelainen	1	N_AAKKOSTAMINEN	inhabitant
Bouvet’nsaari	1	N_RUUHI	country
